instant,dteday,season,holiday,weekday,weathersit,temp,windspeed,casual,registered,cnt
385,2012-01-20,1,0,5,2,0.2175,0.20275,115,3048,3163
386,2012-01-21,1,0,6,2,0.173333,0.222642,67,1234,1301
387,2012-01-22,1,0,0,2,0.1625,0.199638,196,1781,1977
388,2012-01-23,1,0,1,2,0.218333,0.11070799999999999,145,2287,2432
389,2012-01-24,1,0,2,1,0.3425,0.123767,439,3900,4339
390,2012-01-25,1,0,3,1,0.294167,0.161071,467,3803,4270
391,2012-01-26,1,0,4,2,0.341667,0.07339580000000001,244,3831,4075
392,2012-01-27,1,0,5,2,0.425,0.342667,269,3187,3456
393,2012-01-28,1,0,6,1,0.315833,0.210829,775,3248,4023
394,2012-01-29,1,0,0,1,0.2825,0.24005,558,2685,3243
395,2012-01-30,1,0,1,1,0.269167,0.215792,126,3498,3624
396,2012-01-31,1,0,2,1,0.39,0.261817,324,4185,4509
397,2012-02-01,1,0,3,1,0.469167,0.189067,304,4275,4579
398,2012-02-02,1,0,4,2,0.399167,0.187187,190,3571,3761
399,2012-02-03,1,0,5,1,0.313333,0.17849600000000002,310,3841,4151
400,2012-02-04,1,0,6,2,0.264167,0.121896,384,2448,2832
401,2012-02-05,1,0,0,2,0.265833,0.175996,318,2629,2947
402,2012-02-06,1,0,1,1,0.282609,0.1538,206,3578,3784
403,2012-02-07,1,0,2,1,0.354167,0.147379,199,4176,4375
404,2012-02-08,1,0,3,2,0.25666700000000003,0.133721,109,2693,2802
405,2012-02-09,1,0,4,1,0.265,0.194037,163,3667,3830
406,2012-02-10,1,0,5,2,0.280833,0.11692899999999999,227,3604,3831
407,2012-02-11,1,0,6,3,0.224167,0.289796,192,1977,2169
408,2012-02-12,1,0,0,1,0.1275,0.40921199999999996,73,1456,1529
409,2012-02-13,1,0,1,1,0.2225,0.167283,94,3328,3422
410,2012-02-14,1,0,2,2,0.31916700000000003,0.141179,135,3787,3922
411,2012-02-15,1,0,3,1,0.348333,0.1816,141,4028,4169
412,2012-02-16,1,0,4,2,0.31666700000000003,0.091425,74,2931,3005
413,2012-02-17,1,0,5,1,0.343333,0.205846,349,3805,4154
414,2012-02-18,1,0,6,1,0.346667,0.190929,1435,2883,4318
415,2012-02-19,1,0,0,2,0.28,0.253112,618,2071,2689
416,2012-02-20,1,1,1,1,0.28,0.22908299999999998,502,2627,3129
417,2012-02-21,1,0,2,1,0.287826,0.205717,163,3614,3777
418,2012-02-22,1,0,3,1,0.395833,0.234471,394,4379,4773
419,2012-02-23,1,0,4,1,0.454167,0.190913,516,4546,5062
420,2012-02-24,1,0,5,2,0.4075,0.237567,246,3241,3487
421,2012-02-25,1,0,6,1,0.290833,0.421642,317,2415,2732
422,2012-02-26,1,0,0,1,0.279167,0.205229,515,2874,3389
423,2012-02-27,1,0,1,1,0.366667,0.26803299999999997,253,4069,4322
424,2012-02-28,1,0,2,1,0.359167,0.193417,229,4134,4363
425,2012-02-29,1,0,3,2,0.344348,0.179117,65,1769,1834
426,2012-03-01,1,0,4,1,0.485833,0.226987,325,4665,4990
427,2012-03-02,1,0,5,2,0.353333,0.144904,246,2948,3194
428,2012-03-03,1,0,6,2,0.414167,0.161079,956,3110,4066
429,2012-03-04,1,0,0,1,0.325833,0.334571,710,2713,3423
430,2012-03-05,1,0,1,1,0.243333,0.228858,203,3130,3333
431,2012-03-06,1,0,2,1,0.258333,0.200875,221,3735,3956
432,2012-03-07,1,0,3,1,0.404167,0.345779,432,4484,4916
433,2012-03-08,1,0,4,1,0.5275,0.441563,486,4896,5382
434,2012-03-09,1,0,5,2,0.410833,0.4148,447,4122,4569
435,2012-03-10,1,0,6,1,0.2875,0.22575,968,3150,4118
436,2012-03-11,1,0,0,1,0.361739,0.22258699999999998,1658,3253,4911
437,2012-03-12,1,0,1,1,0.466667,0.207713,838,4460,5298
438,2012-03-13,1,0,2,1,0.565,0.23695,762,5085,5847
439,2012-03-14,1,0,3,1,0.5725,0.11506199999999998,997,5315,6312
440,2012-03-15,1,0,4,1,0.5575,0.149883,1005,5187,6192
441,2012-03-16,1,0,5,2,0.43583299999999997,0.113192,548,3830,4378
442,2012-03-17,1,0,6,2,0.514167,0.110704,3155,4681,7836
443,2012-03-18,1,0,0,2,0.4725,0.126883,2207,3685,5892
444,2012-03-19,1,0,1,1,0.545,0.16231700000000002,982,5171,6153
445,2012-03-20,1,0,2,1,0.560833,0.121271,1051,5042,6093
446,2012-03-21,2,0,3,2,0.531667,0.08955830000000001,1122,5108,6230
447,2012-03-22,2,0,4,1,0.554167,0.11756199999999999,1334,5537,6871
448,2012-03-23,2,0,5,2,0.601667,0.1163,2469,5893,8362
449,2012-03-24,2,0,6,2,0.5025,0.19278299999999998,1033,2339,3372
450,2012-03-25,2,0,0,2,0.4375,0.220775,1532,3464,4996
451,2012-03-26,2,0,1,1,0.445833,0.386821,795,4763,5558
452,2012-03-27,2,0,2,1,0.323333,0.187192,531,4571,5102
453,2012-03-28,2,0,3,1,0.484167,0.291671,674,5024,5698
454,2012-03-29,2,0,4,1,0.494167,0.31965,834,5299,6133
455,2012-03-30,2,0,5,2,0.37,0.138067,796,4663,5459
456,2012-03-31,2,0,6,2,0.424167,0.25061700000000003,2301,3934,6235
457,2012-04-01,2,0,0,2,0.425833,0.172267,2347,3694,6041
458,2012-04-02,2,0,1,1,0.433913,0.312139,1208,4728,5936
459,2012-04-03,2,0,2,1,0.466667,0.100133,1348,5424,6772
460,2012-04-04,2,0,3,1,0.541667,0.180975,1058,5378,6436
461,2012-04-05,2,0,4,1,0.435,0.219529,1192,5265,6457
462,2012-04-06,2,0,5,1,0.403333,0.300388,1807,4653,6460
463,2012-04-07,2,0,6,1,0.4375,0.274871,3252,3605,6857
464,2012-04-08,2,0,0,1,0.5,0.232596,2230,2939,5169
465,2012-04-09,2,0,1,1,0.489167,0.358196,905,4680,5585
466,2012-04-10,2,0,2,1,0.446667,0.249375,819,5099,5918
467,2012-04-11,2,0,3,1,0.348696,0.295274,482,4380,4862
468,2012-04-12,2,0,4,1,0.3975,0.290429,663,4746,5409
469,2012-04-13,2,0,5,1,0.4425,0.155471,1252,5146,6398
470,2012-04-14,2,0,6,1,0.495,0.190917,2795,4665,7460
471,2012-04-15,2,0,0,1,0.606667,0.225129,2846,4286,7132
472,2012-04-16,2,1,1,1,0.664167,0.284829,1198,5172,6370
473,2012-04-17,2,0,2,1,0.608333,0.273629,989,5702,6691
474,2012-04-18,2,0,3,2,0.463333,0.16791199999999998,347,4020,4367
475,2012-04-19,2,0,4,1,0.49833299999999997,0.0659292,846,5719,6565
476,2012-04-20,2,0,5,1,0.526667,0.149871,1340,5950,7290
477,2012-04-21,2,0,6,1,0.57,0.283587,2541,4083,6624
478,2012-04-22,2,0,0,3,0.396667,0.344546,120,907,1027
479,2012-04-23,2,0,1,2,0.321667,0.303496,195,3019,3214
480,2012-04-24,2,0,2,1,0.413333,0.249383,518,5115,5633
481,2012-04-25,2,0,3,1,0.476667,0.11879200000000001,655,5541,6196
482,2012-04-26,2,0,4,2,0.49833299999999997,0.176625,475,4551,5026
483,2012-04-27,2,0,5,1,0.4575,0.34763299999999997,1014,5219,6233
484,2012-04-28,2,0,6,2,0.37666700000000003,0.129975,1120,3100,4220
485,2012-04-29,2,0,0,1,0.458333,0.116908,2229,4075,6304
486,2012-04-30,2,0,1,2,0.464167,0.171638,665,4907,5572
487,2012-05-01,2,0,2,2,0.613333,0.156096,653,5087,5740
488,2012-05-02,2,0,3,1,0.564167,0.138058,667,5502,6169
489,2012-05-03,2,0,4,2,0.56,0.133696,764,5657,6421
490,2012-05-04,2,0,5,1,0.6275,0.162938,1069,5227,6296
491,2012-05-05,2,0,6,2,0.621667,0.15299200000000002,2496,4387,6883
492,2012-05-06,2,0,0,2,0.5625,0.14987899999999998,2135,4224,6359
493,2012-05-07,2,0,1,2,0.5375,0.230721,1008,5265,6273
494,2012-05-08,2,0,2,2,0.581667,0.296029,738,4990,5728
495,2012-05-09,2,0,3,2,0.575,0.216412,620,4097,4717
496,2012-05-10,2,0,4,1,0.505833,0.31406300000000004,1026,5546,6572
497,2012-05-11,2,0,5,1,0.533333,0.23693699999999998,1319,5711,7030
498,2012-05-12,2,0,6,1,0.564167,0.12313299999999999,2622,4807,7429
499,2012-05-13,2,0,0,1,0.6125,0.225117,2172,3946,6118
500,2012-05-14,2,0,1,2,0.573333,0.21269200000000002,342,2501,2843
501,2012-05-15,2,0,2,2,0.611667,0.147392,625,4490,5115
502,2012-05-16,2,0,3,1,0.636667,0.122512,991,6433,7424
503,2012-05-17,2,0,4,1,0.593333,0.229475,1242,6142,7384
504,2012-05-18,2,0,5,1,0.564167,0.136817,1521,6118,7639
505,2012-05-19,2,0,6,1,0.6,0.083975,3410,4884,8294
506,2012-05-20,2,0,0,1,0.620833,0.254367,2704,4425,7129
507,2012-05-21,2,0,1,2,0.598333,0.233204,630,3729,4359
508,2012-05-22,2,0,2,2,0.615,0.11816700000000001,819,5254,6073
509,2012-05-23,2,0,3,2,0.621667,0.102,766,4494,5260
510,2012-05-24,2,0,4,1,0.655,0.172896,1059,5711,6770
511,2012-05-25,2,0,5,1,0.68,0.14055,1417,5317,6734
512,2012-05-26,2,0,6,1,0.6925,0.198992,2855,3681,6536
513,2012-05-27,2,0,0,1,0.69,0.215171,3283,3308,6591
514,2012-05-28,2,1,1,1,0.7125,0.196521,2557,3486,6043
515,2012-05-29,2,0,2,1,0.7225,0.2954,880,4863,5743
516,2012-05-30,2,0,3,2,0.656667,0.134329,745,6110,6855
517,2012-05-31,2,0,4,1,0.68,0.195279,1100,6238,7338
518,2012-06-01,2,0,5,2,0.654167,0.23756300000000002,533,3594,4127
519,2012-06-02,2,0,6,1,0.583333,0.18656199999999998,2795,5325,8120
520,2012-06-03,2,0,0,1,0.6025,0.184087,2494,5147,7641
521,2012-06-04,2,0,1,1,0.5975,0.284833,1071,5927,6998
522,2012-06-05,2,0,2,2,0.540833,0.209575,968,6033,7001
523,2012-06-06,2,0,3,1,0.554167,0.077125,1027,6028,7055
524,2012-06-07,2,0,4,1,0.6025,0.15735,1038,6456,7494
525,2012-06-08,2,0,5,1,0.649167,0.17538299999999998,1488,6248,7736
526,2012-06-09,2,0,6,1,0.710833,0.144287,2708,4790,7498
527,2012-06-10,2,0,0,1,0.726667,0.133721,2224,4374,6598
528,2012-06-11,2,0,1,2,0.720833,0.207713,1017,5647,6664
529,2012-06-12,2,0,2,2,0.6533329999999999,0.21454600000000001,477,4495,4972
530,2012-06-13,2,0,3,1,0.655833,0.343279,1173,6248,7421
531,2012-06-14,2,0,4,1,0.648333,0.253733,1180,6183,7363
532,2012-06-15,2,0,5,1,0.639167,0.176617,1563,6102,7665
533,2012-06-16,2,0,6,1,0.631667,0.166667,2963,4739,7702
534,2012-06-17,2,0,0,1,0.5925,0.144904,2634,4344,6978
535,2012-06-18,2,0,1,2,0.568333,0.174746,653,4446,5099
536,2012-06-19,2,0,2,1,0.688333,0.148017,968,5857,6825
537,2012-06-20,2,0,3,1,0.7825,0.11381199999999998,872,5339,6211
538,2012-06-21,3,0,4,1,0.805833,0.11878699999999999,778,5127,5905
539,2012-06-22,3,0,5,1,0.7775,0.182842,964,4859,5823
540,2012-06-23,3,0,6,1,0.731667,0.179721,2657,4801,7458
541,2012-06-24,3,0,0,1,0.743333,0.145525,2551,4340,6891
542,2012-06-25,3,0,1,1,0.7158329999999999,0.300383,1139,5640,6779
543,2012-06-26,3,0,2,1,0.630833,0.347642,1077,6365,7442
544,2012-06-27,3,0,3,1,0.6975,0.271775,1077,6258,7335
545,2012-06-28,3,0,4,1,0.749167,0.17165,921,5958,6879
546,2012-06-29,3,0,5,1,0.834167,0.165417,829,4634,5463
547,2012-06-30,3,0,6,1,0.765,0.161071,1455,4232,5687
548,2012-07-01,3,0,0,1,0.815833,0.16852899999999998,1421,4110,5531
549,2012-07-02,3,0,1,1,0.781667,0.195267,904,5323,6227
550,2012-07-03,3,0,2,1,0.780833,0.126237,1052,5608,6660
551,2012-07-04,3,1,3,1,0.789167,0.13495,2562,4841,7403
552,2012-07-05,3,0,4,1,0.8275,0.194029,1405,4836,6241
553,2012-07-06,3,0,5,1,0.828333,0.146142,1366,4841,6207
554,2012-07-07,3,0,6,1,0.861667,0.163554,1448,3392,4840
555,2012-07-08,3,0,0,1,0.8225,0.125629,1203,3469,4672
556,2012-07-09,3,0,1,2,0.710833,0.180975,998,5571,6569
557,2012-07-10,3,0,2,2,0.720833,0.15173699999999998,954,5336,6290
558,2012-07-11,3,0,3,1,0.716667,0.15173299999999998,975,6289,7264
559,2012-07-12,3,0,4,1,0.7158329999999999,0.146775,1032,6414,7446
560,2012-07-13,3,0,5,2,0.731667,0.08085,1511,5988,7499
561,2012-07-14,3,0,6,2,0.703333,0.143679,2355,4614,6969
562,2012-07-15,3,0,0,1,0.745833,0.166667,1920,4111,6031
563,2012-07-16,3,0,1,1,0.763333,0.164187,1088,5742,6830
564,2012-07-17,3,0,2,1,0.818333,0.114429,921,5865,6786
565,2012-07-18,3,0,3,1,0.793333,0.137442,799,4914,5713
566,2012-07-19,3,0,4,1,0.77,0.165429,888,5703,6591
567,2012-07-20,3,0,5,2,0.665833,0.208967,747,5123,5870
568,2012-07-21,3,0,6,3,0.595833,0.2133,1264,3195,4459
569,2012-07-22,3,0,0,2,0.6675,0.09392080000000001,2544,4866,7410
570,2012-07-23,3,0,1,1,0.741667,0.138683,1135,5831,6966
571,2012-07-24,3,0,2,1,0.750833,0.211454,1140,6452,7592
572,2012-07-25,3,0,3,1,0.724167,0.1648,1383,6790,8173
573,2012-07-26,3,0,4,1,0.776667,0.28481300000000004,1036,5825,6861
574,2012-07-27,3,0,5,1,0.781667,0.15299200000000002,1259,5645,6904
575,2012-07-28,3,0,6,1,0.755833,0.15735,2234,4451,6685
576,2012-07-29,3,0,0,1,0.7216670000000001,0.170396,2153,4444,6597
577,2012-07-30,3,0,1,1,0.730833,0.153617,1040,6065,7105
578,2012-07-31,3,0,2,1,0.713333,0.165425,968,6248,7216
579,2012-08-01,3,0,3,1,0.7175,0.141179,1074,6506,7580
580,2012-08-02,3,0,4,1,0.7525,0.129354,983,6278,7261
581,2012-08-03,3,0,5,2,0.765833,0.215792,1328,5847,7175
582,2012-08-04,3,0,6,1,0.793333,0.257458,2345,4479,6824
583,2012-08-05,3,0,0,1,0.769167,0.290421,1707,3757,5464
584,2012-08-06,3,0,1,2,0.7525,0.129354,1233,5780,7013
585,2012-08-07,3,0,2,2,0.735833,0.116908,1278,5995,7273
586,2012-08-08,3,0,3,2,0.75,0.1107,1263,6271,7534
587,2012-08-09,3,0,4,1,0.755833,0.1561,1196,6090,7286
588,2012-08-10,3,0,5,2,0.7158329999999999,0.238813,1065,4721,5786
589,2012-08-11,3,0,6,2,0.6925,0.206479,2247,4052,6299
590,2012-08-12,3,0,0,1,0.700833,0.122512,2182,4362,6544
591,2012-08-13,3,0,1,1,0.720833,0.136212,1207,5676,6883
592,2012-08-14,3,0,2,1,0.726667,0.169158,1128,5656,6784
593,2012-08-15,3,0,3,1,0.706667,0.169771,1198,6149,7347
594,2012-08-16,3,0,4,1,0.719167,0.141796,1338,6267,7605
595,2012-08-17,3,0,5,1,0.723333,0.231354,1483,5665,7148
596,2012-08-18,3,0,6,1,0.678333,0.177867,2827,5038,7865
597,2012-08-19,3,0,0,2,0.635833,0.08645,1208,3341,4549
598,2012-08-20,3,0,1,2,0.635833,0.12997899999999998,1026,5504,6530
599,2012-08-21,3,0,2,1,0.649167,0.07277080000000001,1081,5925,7006
600,2012-08-22,3,0,3,1,0.6675,0.0702833,1094,6281,7375
601,2012-08-23,3,0,4,1,0.695833,0.08459580000000001,1363,6402,7765
602,2012-08-24,3,0,5,2,0.7025,0.07214580000000001,1325,6257,7582
603,2012-08-25,3,0,6,2,0.661667,0.244408,1829,4224,6053
604,2012-08-26,3,0,0,2,0.6533329999999999,0.228858,1483,3772,5255
605,2012-08-27,3,0,1,1,0.703333,0.128733,989,5928,6917
606,2012-08-28,3,0,2,1,0.728333,0.190925,935,6105,7040
607,2012-08-29,3,0,3,1,0.685,0.112562,1177,6520,7697
608,2012-08-30,3,0,4,1,0.706667,0.0771167,1172,6541,7713
609,2012-08-31,3,0,5,1,0.764167,0.168533,1433,5917,7350
610,2012-09-01,3,0,6,2,0.753333,0.113187,2352,3788,6140
611,2012-09-02,3,0,0,2,0.696667,0.06407080000000001,2613,3197,5810
612,2012-09-03,3,1,1,1,0.7075,0.151121,1965,4069,6034
613,2012-09-04,3,0,2,1,0.725833,0.236321,867,5997,6864
614,2012-09-05,3,0,3,1,0.736667,0.187808,832,6280,7112
615,2012-09-06,3,0,4,2,0.696667,0.142421,611,5592,6203
616,2012-09-07,3,0,5,1,0.703333,0.171646,1045,6459,7504
617,2012-09-08,3,0,6,2,0.6591670000000001,0.281104,1557,4419,5976
618,2012-09-09,3,0,0,1,0.61,0.224496,2570,5657,8227
619,2012-09-10,3,0,1,1,0.583333,0.258713,1118,6407,7525
620,2012-09-11,3,0,2,1,0.5775,0.09205419999999999,1070,6697,7767
621,2012-09-12,3,0,3,1,0.599167,0.131846,1050,6820,7870
622,2012-09-13,3,0,4,1,0.6125,0.08272080000000001,1054,6750,7804
623,2012-09-14,3,0,5,1,0.633333,0.10386300000000001,1379,6630,8009
624,2012-09-15,3,0,6,1,0.608333,0.247521,3160,5554,8714
625,2012-09-16,3,0,0,1,0.58,0.09018330000000001,2166,5167,7333
626,2012-09-17,3,0,1,2,0.580833,0.15174200000000002,1022,5847,6869
627,2012-09-18,3,0,2,2,0.623333,0.357587,371,3702,4073
628,2012-09-19,3,0,3,1,0.5525,0.215175,788,6803,7591
629,2012-09-20,3,0,4,1,0.546667,0.11816700000000001,939,6781,7720
630,2012-09-21,3,0,5,1,0.599167,0.154229,1250,6917,8167
631,2012-09-22,3,0,6,1,0.65,0.283583,2512,5883,8395
632,2012-09-23,4,0,0,1,0.529167,0.22325799999999998,2454,5453,7907
633,2012-09-24,4,0,1,1,0.514167,0.142404,1001,6435,7436
634,2012-09-25,4,0,2,1,0.55,0.236321,845,6693,7538
635,2012-09-26,4,0,3,1,0.635,0.2444,787,6946,7733
636,2012-09-27,4,0,4,2,0.65,0.13434200000000002,751,6642,7393
637,2012-09-28,4,0,5,2,0.619167,0.164179,1045,6370,7415
638,2012-09-29,4,0,6,1,0.5425,0.227604,2589,5966,8555
639,2012-09-30,4,0,0,1,0.526667,0.134958,2015,4874,6889
640,2012-10-01,4,0,1,2,0.520833,0.09080419999999999,763,6015,6778
641,2012-10-02,4,0,2,3,0.5908329999999999,0.104475,315,4324,4639
642,2012-10-03,4,0,3,2,0.6575,0.0665458,728,6844,7572
643,2012-10-04,4,0,4,2,0.6575,0.117546,891,6437,7328
644,2012-10-05,4,0,5,1,0.615,0.10635,1516,6640,8156
645,2012-10-06,4,0,6,1,0.554167,0.268025,3031,4934,7965
646,2012-10-07,4,0,0,2,0.415833,0.14116199999999998,781,2729,3510
647,2012-10-08,4,1,1,2,0.383333,0.189679,874,4604,5478
648,2012-10-09,4,0,2,2,0.446667,0.1903,601,5791,6392
649,2012-10-10,4,0,3,1,0.514167,0.18782100000000002,780,6911,7691
650,2012-10-11,4,0,4,1,0.435,0.181596,834,6736,7570
651,2012-10-12,4,0,5,1,0.4375,0.235092,1060,6222,7282
652,2012-10-13,4,0,6,1,0.393333,0.146142,2252,4857,7109
653,2012-10-14,4,0,0,1,0.521667,0.27861199999999997,2080,4559,6639
654,2012-10-15,4,0,1,2,0.561667,0.296037,760,5115,5875
655,2012-10-16,4,0,2,1,0.468333,0.182221,922,6612,7534
656,2012-10-17,4,0,3,1,0.455833,0.101371,979,6482,7461
657,2012-10-18,4,0,4,2,0.5225,0.23693699999999998,1008,6501,7509
658,2012-10-19,4,0,5,2,0.563333,0.134954,753,4671,5424
659,2012-10-20,4,0,6,1,0.484167,0.11753699999999999,2806,5284,8090
660,2012-10-21,4,0,0,1,0.464167,0.166054,2132,4692,6824
661,2012-10-22,4,0,1,1,0.4875,0.08148330000000001,830,6228,7058
662,2012-10-23,4,0,2,1,0.544167,0.09454580000000001,841,6625,7466
663,2012-10-24,4,0,3,1,0.5875,0.07277919999999999,795,6898,7693
664,2012-10-25,4,0,4,2,0.55,0.124375,875,6484,7359
665,2012-10-26,4,0,5,2,0.545833,0.132467,1182,6262,7444
666,2012-10-27,4,0,6,2,0.53,0.235692,2643,5209,7852
667,2012-10-28,4,0,0,2,0.4775,0.398008,998,3461,4459
668,2012-10-29,4,0,1,3,0.44,0.3582,2,20,22
669,2012-10-30,4,0,2,2,0.318182,0.213009,87,1009,1096
670,2012-10-31,4,0,3,2,0.3575,0.166667,419,5147,5566
671,2012-11-01,4,0,4,2,0.365833,0.157346,466,5520,5986
672,2012-11-02,4,0,5,1,0.355,0.266175,618,5229,5847
673,2012-11-03,4,0,6,2,0.343333,0.270529,1029,4109,5138
674,2012-11-04,4,0,0,1,0.325833,0.179108,1201,3906,5107
675,2012-11-05,4,0,1,1,0.31916700000000003,0.236325,378,4881,5259
676,2012-11-06,4,0,2,1,0.280833,0.173513,466,5220,5686
677,2012-11-07,4,0,3,2,0.295833,0.304108,326,4709,5035
678,2012-11-08,4,0,4,1,0.352174,0.347835,340,4975,5315
679,2012-11-09,4,0,5,1,0.361667,0.214558,709,5283,5992
680,2012-11-10,4,0,6,1,0.389167,0.05784580000000001,2090,4446,6536
681,2012-11-11,4,0,0,1,0.420833,0.1275,2290,4562,6852
682,2012-11-12,4,1,1,1,0.485,0.173517,1097,5172,6269
683,2012-11-13,4,0,2,2,0.343333,0.342046,327,3767,4094
684,2012-11-14,4,0,3,1,0.289167,0.199625,373,5122,5495
685,2012-11-15,4,0,4,2,0.321667,0.15298699999999998,320,5125,5445
686,2012-11-16,4,0,5,1,0.345,0.171025,484,5214,5698
687,2012-11-17,4,0,6,1,0.325,0.179729,1313,4316,5629
688,2012-11-18,4,0,0,1,0.3425,0.22761199999999998,922,3747,4669
689,2012-11-19,4,0,1,2,0.380833,0.235067,449,5050,5499
690,2012-11-20,4,0,2,2,0.374167,0.082725,534,5100,5634
691,2012-11-21,4,0,3,1,0.353333,0.103246,615,4531,5146
692,2012-11-22,4,1,4,1,0.34,0.05287080000000001,955,1470,2425
693,2012-11-23,4,0,5,1,0.36833299999999997,0.148021,1603,2307,3910
694,2012-11-24,4,0,6,1,0.278333,0.376871,532,1745,2277
695,2012-11-25,4,0,0,1,0.245833,0.1505,309,2115,2424
696,2012-11-26,4,0,1,1,0.313333,0.04665,337,4750,5087
697,2012-11-27,4,0,2,2,0.291667,0.237562,123,3836,3959
698,2012-11-28,4,0,3,1,0.296667,0.210821,198,5062,5260
699,2012-11-29,4,0,4,1,0.28087,0.115522,243,5080,5323
700,2012-11-30,4,0,5,1,0.298333,0.05847080000000001,362,5306,5668
701,2012-12-01,4,0,6,2,0.298333,0.05970419999999999,951,4240,5191
702,2012-12-02,4,0,0,2,0.3475,0.12437899999999999,892,3757,4649
703,2012-12-03,4,0,1,1,0.4525,0.08272080000000001,555,5679,6234
704,2012-12-04,4,0,2,1,0.475833,0.174129,551,6055,6606
705,2012-12-05,4,0,3,1,0.438333,0.324021,331,5398,5729
706,2012-12-06,4,0,4,1,0.255833,0.174754,340,5035,5375
707,2012-12-07,4,0,5,2,0.320833,0.1306,349,4659,5008
708,2012-12-08,4,0,6,2,0.38166700000000003,0.101379,1153,4429,5582
709,2012-12-09,4,0,0,2,0.384167,0.157975,441,2787,3228
710,2012-12-10,4,0,1,2,0.43583299999999997,0.190308,329,4841,5170
711,2012-12-11,4,0,2,2,0.353333,0.296037,282,5219,5501
712,2012-12-12,4,0,3,2,0.2975,0.162937,310,5009,5319
713,2012-12-13,4,0,4,1,0.295833,0.174129,425,5107,5532
714,2012-12-14,4,0,5,1,0.281667,0.13122899999999998,429,5182,5611
715,2012-12-15,4,0,6,1,0.324167,0.10635,767,4280,5047
716,2012-12-16,4,0,0,2,0.3625,0.100742,538,3248,3786
717,2012-12-17,4,0,1,2,0.393333,0.0982583,212,4373,4585
718,2012-12-18,4,0,2,1,0.410833,0.221404,433,5124,5557
719,2012-12-19,4,0,3,1,0.3325,0.184092,333,4934,5267
720,2012-12-20,4,0,4,2,0.33,0.132463,314,3814,4128
721,2012-12-21,1,0,5,2,0.326667,0.37438299999999997,221,3402,3623
722,2012-12-22,1,0,6,1,0.265833,0.407346,205,1544,1749
723,2012-12-23,1,0,0,1,0.245833,0.13308299999999998,408,1379,1787
724,2012-12-24,1,0,1,2,0.231304,0.07723039999999999,174,746,920
725,2012-12-25,1,1,2,2,0.291304,0.168726,440,573,1013
726,2012-12-26,1,0,3,3,0.243333,0.316546,9,432,441
727,2012-12-27,1,0,4,2,0.25416700000000003,0.35013299999999997,247,1867,2114
728,2012-12-28,1,0,5,2,0.253333,0.155471,644,2451,3095
729,2012-12-29,1,0,6,2,0.253333,0.124383,159,1182,1341
730,2012-12-30,1,0,0,1,0.255833,0.350754,364,1432,1796
731,2012-12-31,1,0,1,2,0.215833,0.154846,439,2290,2729
